SKU;Nombre_Comercial;Linea;Ambiente;Color;Descripcion_Corta;Descripcion_Larga;Medidas_Mueble;Peso;Embalaje;Cantidad_Paquetes;Foto_Medidas;Fotos_Mueble;Manual_PDF;Relacionados
GAC-ART234094ESCRITORIOHAMAR;art-234094-escritorio-hamar;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-234094-escritorio-hamar/234094-foto-real-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-234094-escritorio-hamar/234094-foto-real-1.png,/articulos-gacela-muebles-2026/linea-nordik/art-234094-escritorio-hamar/234094-foto-real-2.png,/articulos-gacela-muebles-2026/linea-nordik/art-234094-escritorio-hamar/234094-foto-real-3.png,/articulos-gacela-muebles-2026/linea-nordik/art-234094-escritorio-hamar/234094-foto-real-4.png,/articulos-gacela-muebles-2026/linea-nordik/art-234094-escritorio-hamar/234094-foto-real-7-a.png,/articulos-gacela-muebles-2026/linea-nordik/art-234094-escritorio-hamar/art-234094-pf-silueta.png;/articulos-gacela-muebles-2026/linea-nordik/art-234094-escritorio-hamar/a234094-ia-im00.pdf;
GAC-ART321021ESCRITORIOELIN;art-321021-escritorio-elin;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-321021-escritorio-elin/art-321021-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-321021-escritorio-elin/escena-art-321021.png,/articulos-gacela-muebles-2026/linea-nordik/art-321021-escritorio-elin/321021-foto-real-1-v1.png,/articulos-gacela-muebles-2026/linea-nordik/art-321021-escritorio-elin/321021-foto-real-2-v1.png,/articulos-gacela-muebles-2026/linea-nordik/art-321021-escritorio-elin/321021-foto-real-3-v1.png,/articulos-gacela-muebles-2026/linea-nordik/art-321021-escritorio-elin/321021-foto-real-4-v1.png,/articulos-gacela-muebles-2026/linea-nordik/art-321021-escritorio-elin/art-set-321021-pf-silueta.png;/articulos-gacela-muebles-2026/linea-nordik/art-321021-escritorio-elin/a321021-ia-im00.pdf;
GAC-ART331330MESADECENTROLYS;art-331330-mesa-de-centro-lys;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-331330-mesa-de-centro-lys/art-331330-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-331330-mesa-de-centro-lys/escena-mesa-de-centro-escandinava-b.png,/articulos-gacela-muebles-2026/linea-nordik/art-331330-mesa-de-centro-lys/331330-foto-real-1.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-331330-mesa-de-centro-lys/331330-foto-real-2.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-331330-mesa-de-centro-lys/331330-foto-real-3.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-331330-mesa-de-centro-lys/331330-foto-real-4.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-331330-mesa-de-centro-lys/art-set-331330-pf-silueta.png;;
GAC-ART334026ESCRITORIOSKOG;art-334026-escritorio-skog;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-334026-escritorio-skog/art-334026-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-334026-escritorio-skog/escena-art-334026.png,/articulos-gacela-muebles-2026/linea-nordik/art-334026-escritorio-skog/334026-real-1-v1.png,/articulos-gacela-muebles-2026/linea-nordik/art-334026-escritorio-skog/334026-real-2-v1.png,/articulos-gacela-muebles-2026/linea-nordik/art-334026-escritorio-skog/334026-real-3-v1.png,/articulos-gacela-muebles-2026/linea-nordik/art-334026-escritorio-skog/334026-real-4-v1.png,/articulos-gacela-muebles-2026/linea-nordik/art-334026-escritorio-skog/art-set-334026-silueta.png;/articulos-gacela-muebles-2026/linea-nordik/art-334026-escritorio-skog/a334026-ia-im00.pdf;
GAC-ART334093ESCRITORIOCRUX;art-334093-escritorio-crux;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-334093-escritorio-crux/334093-foto-real-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-334093-escritorio-crux/escena-art-334093.png,/articulos-gacela-muebles-2026/linea-nordik/art-334093-escritorio-crux/334093-foto-real-1.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-334093-escritorio-crux/334093-foto-real-2.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-334093-escritorio-crux/334093-foto-real-3.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-334093-escritorio-crux/334093-foto-real-4.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-334093-escritorio-crux/334093-foto-real-5.jpg;/articulos-gacela-muebles-2026/linea-nordik/art-334093-escritorio-crux/a334093-ia-lote-343.pdf;
GAC-ART334330ESCRITORIOTRA;art-334330-escritorio-tra;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-334330-escritorio-tra/art-334330-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-334330-escritorio-tra/escena-art-334330.png,/articulos-gacela-muebles-2026/linea-nordik/art-334330-escritorio-tra/334330-foto-real-1-bierto.png,/articulos-gacela-muebles-2026/linea-nordik/art-334330-escritorio-tra/334330-foto-real-1.png,/articulos-gacela-muebles-2026/linea-nordik/art-334330-escritorio-tra/334330-foto-real-2.png,/articulos-gacela-muebles-2026/linea-nordik/art-334330-escritorio-tra/art-334330-silueta.png;;
GAC-ART353330REPISALINJE;art-353330-repisa-linje;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-353330-repisa-linje/art-353330-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-353330-repisa-linje/escena-repisa-escandinava-pd-a.png,/articulos-gacela-muebles-2026/linea-nordik/art-353330-repisa-linje/art-set-353330-pf-silueta.png,/articulos-gacela-muebles-2026/linea-nordik/art-353330-repisa-linje/escena-repisa-escandinava-pd.png,/articulos-gacela-muebles-2026/linea-nordik/art-353330-repisa-linje/foto-real-1.png,/articulos-gacela-muebles-2026/linea-nordik/art-353330-repisa-linje/foto-real-2.png,/articulos-gacela-muebles-2026/linea-nordik/art-353330-repisa-linje/foto-real-3.png;;
GAC-ART372020SETDEMESASOVALLUND;art-372020-set-de-mesas-oval-lund;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-372020-set-de-mesas-oval-lund/372020-foto-real-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-372020-set-de-mesas-oval-lund/372020-foto-real-1.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-372020-set-de-mesas-oval-lund/372020-foto-real-10.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-372020-set-de-mesas-oval-lund/372020-foto-real-2.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-372020-set-de-mesas-oval-lund/372020-foto-real-3.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-372020-set-de-mesas-oval-lund/372020-foto-real-4.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-372020-set-de-mesas-oval-lund/372020-foto-real-5.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-372020-set-de-mesas-oval-lund/372020-foto-real-6.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-372020-set-de-mesas-oval-lund/372020-foto-real-8.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-372020-set-de-mesas-oval-lund/372020-foto-real-9.png,/articulos-gacela-muebles-2026/linea-nordik/art-372020-set-de-mesas-oval-lund/art-set-372020-pf-silueta.png;/articulos-gacela-muebles-2026/linea-nordik/art-372020-set-de-mesas-oval-lund/a372020-ia-im01.pdf;
GAC-ART372080SETDEMESASCRUXALDE;art-372080-set-de-mesas-crux-alde;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-372080-set-de-mesas-crux-alde/372080-foto-real-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-372080-set-de-mesas-crux-alde/escena-art-372080.png,/articulos-gacela-muebles-2026/linea-nordik/art-372080-set-de-mesas-crux-alde/372080-foto-real-1.png,/articulos-gacela-muebles-2026/linea-nordik/art-372080-set-de-mesas-crux-alde/372080-foto-real-2.png,/articulos-gacela-muebles-2026/linea-nordik/art-372080-set-de-mesas-crux-alde/372080-foto-real-3.png,/articulos-gacela-muebles-2026/linea-nordik/art-372080-set-de-mesas-crux-alde/372080-foto-real-4.png,/articulos-gacela-muebles-2026/linea-nordik/art-372080-set-de-mesas-crux-alde/372080-foto-real-5.png,/articulos-gacela-muebles-2026/linea-nordik/art-372080-set-de-mesas-crux-alde/art-372080-sin-fondo.png,/articulos-gacela-muebles-2026/linea-nordik/art-372080-set-de-mesas-crux-alde/art-set-372080-pf-silueta.png;/articulos-gacela-muebles-2026/linea-nordik/art-372080-set-de-mesas-crux-alde/a372080-ia-pr03.pdf;
GAC-ART405330BAHIUTVIND;art-405330-bahiut-vind;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-405330-bahiut-vind/art-405330-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-405330-bahiut-vind/escena-bahiut-escandinavo-b.png,/articulos-gacela-muebles-2026/linea-nordik/art-405330-bahiut-vind/art-set-405330-pf-silueta.png,/articulos-gacela-muebles-2026/linea-nordik/art-405330-bahiut-vind/foto-real-1-abierto.png,/articulos-gacela-muebles-2026/linea-nordik/art-405330-bahiut-vind/foto-real-1.png,/articulos-gacela-muebles-2026/linea-nordik/art-405330-bahiut-vind/foto-real-2.png;/articulos-gacela-muebles-2026/linea-nordik/art-405330-bahiut-vind/a405330-ia-im00.pdf;
GAC-ART446330RACKNORDEN-NA;art-446330-rack-norden;linea-nordik;;Natural;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-446330-rack-norden/art-446330-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-446330-rack-norden/escena-rack-escandinavo-a-natural.png,/articulos-gacela-muebles-2026/linea-nordik/art-446330-rack-norden/446330-foto-real-1.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-446330-rack-norden/446330-foto-real-2.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-446330-rack-norden/446330-foto-real-3.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-446330-rack-norden/446330-foto-real-4.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-446330-rack-norden/art-446330-silueta.png;;
GAC-ART716330COMODAEIRA;art-716330-comoda-eira;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-716330-comoda-eira/art-716330-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-716330-comoda-eira/escena-art-716330-comoda-nordik.png,/articulos-gacela-muebles-2026/linea-nordik/art-716330-comoda-eira/716330-foto-real-1.png,/articulos-gacela-muebles-2026/linea-nordik/art-716330-comoda-eira/716330-foto-real-2.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-716330-comoda-eira/716330-foto-real-3.jpg,/articulos-gacela-muebles-2026/linea-nordik/art-716330-comoda-eira/art-716330-silueta.png;;
GAC-ART732330MESADELUZARKA;art-732330-mesa-de-luz-arka;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-732330-mesa-de-luz-arka/art-732330-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-732330-mesa-de-luz-arka/escena-mesa-de-luz-escandinava.png,/articulos-gacela-muebles-2026/linea-nordik/art-732330-mesa-de-luz-arka/art-732330-silueta.png,/articulos-gacela-muebles-2026/linea-nordik/art-732330-mesa-de-luz-arka/mesa-de-luz-escandinava-real-pfs.png,/articulos-gacela-muebles-2026/linea-nordik/art-732330-mesa-de-luz-arka/mesa-de-luz-escandinava-real-pis.png;/articulos-gacela-muebles-2026/linea-nordik/art-732330-mesa-de-luz-arka/a732330-ia-im00.pdf;
GAC-ART742332PLACARDVINTER;art-742332-placard-vinter;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-742332-placard-vinter/art-742332-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-742332-placard-vinter/escena-art-742332.png,/articulos-gacela-muebles-2026/linea-nordik/art-742332-placard-vinter/742332-foto-real.png,/articulos-gacela-muebles-2026/linea-nordik/art-742332-placard-vinter/742332-pf-foto-real.png,/articulos-gacela-muebles-2026/linea-nordik/art-742332-placard-vinter/a742022-pf-abierto-con-ropa.png,/articulos-gacela-muebles-2026/linea-nordik/art-742332-placard-vinter/art-742332-silueta.png;/articulos-gacela-muebles-2026/linea-nordik/art-742332-placard-vinter/a742332-ia-im00.pdf;
GAC-ART742334PLACARDKLAR;art-742334-placard-klar;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-742334-placard-klar/art-742334-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-742334-placard-klar/escena-art-placard-024-escandinava.png,/articulos-gacela-muebles-2026/linea-nordik/art-742334-placard-klar/art-742334-pf-abierto-con-ropa.png,/articulos-gacela-muebles-2026/linea-nordik/art-742334-placard-klar/art-742334-pf-real-1.png,/articulos-gacela-muebles-2026/linea-nordik/art-742334-placard-klar/art-742334-pf-silueta.png,/articulos-gacela-muebles-2026/linea-nordik/art-742334-placard-klar/art-742334-pi-real-1.png;;
GAC-ART742336PLACARDSTRAND;art-742336-placard-strand;linea-nordik;;;;;;;;;/articulos-gacela-muebles-2026/linea-nordik/art-742336-placard-strand/art-742336-medidas.png;/articulos-gacela-muebles-2026/linea-nordik/art-742336-placard-strand/escena-art-742336.png,/articulos-gacela-muebles-2026/linea-nordik/art-742336-placard-strand/742336-foto-real-1.png,/articulos-gacela-muebles-2026/linea-nordik/art-742336-placard-strand/742336-foto-real-2-sin-puertas.png,/articulos-gacela-muebles-2026/linea-nordik/art-742336-placard-strand/742336-foto-real-2.png,/articulos-gacela-muebles-2026/linea-nordik/art-742336-placard-strand/742336-foto-real-3.png,/articulos-gacela-muebles-2026/linea-nordik/art-742336-placard-strand/art-742336-silueta.png;;
